symbol_index,cur_rms,est_rms,gain_sym
1.960000000000000000e+02,4.468218923767913221e-03,2.844993105490628907e-03,1.757473503310206695e+02
1.970000000000000000e+02,4.419879481452466258e-03,3.065477198125286622e-03,1.631067425018781307e+02
1.980000000000000000e+02,5.442711224639032452e-03,3.398289961837211090e-03,1.471328243366513391e+02
1.990000000000000000e+02,4.049640732311413950e-03,3.489479069703599421e-03,1.432878633206619554e+02
2.000000000000000000e+02,5.023749607302096729e-03,3.704276944967388897e-03,1.349791085894096909e+02
2.010000000000000000e+02,3.720487482988286271e-03,3.706546420290314503e-03,1.348964624489547361e+02
2.020000000000000000e+02,3.936150948487010526e-03,3.738691054237851773e-03,1.337366454586409077e+02
2.030000000000000000e+02,3.657487331868176234e-03,3.727322533106096954e-03,1.341445489514249232e+02
2.040000000000000000e+02,3.069257845047556384e-03,3.635193476777901118e-03,1.375442609022233285e+02
2.050000000000000000e+02,3.317459916298387892e-03,3.590710778310769128e-03,1.392481964908413943e+02
2.060000000000000000e+02,2.093716057957668852e-03,3.381131517461334959e-03,1.478794886912344850e+02
2.070000000000000000e+02,1.729237888101742976e-03,3.149866409350992203e-03,1.587368907188103435e+02
2.080000000000000000e+02,3.398122188774796524e-03,3.184622218470324530e-03,1.570044940024835682e+02
2.090000000000000000e+02,3.500785029730470004e-03,3.228885012046744593e-03,1.548522162091666132e+02
2.100000000000000000e+02,2.453743792782078683e-03,3.120365241349691478e-03,1.602376521101512594e+02
2.110000000000000000e+02,1.984202475227678838e-03,2.961302454092609726e-03,1.688446241987152803e+02
2.120000000000000000e+02,1.519773017087505977e-03,2.759488332911895145e-03,1.811930110508511973e+02
2.130000000000000000e+02,2.507801501856720284e-03,2.724252176564170760e-03,1.835366065966038605e+02
2.140000000000000000e+02,1.722442515507541846e-03,2.583998824016242504e-03,1.934985400739706733e+02
2.150000000000000000e+02,1.497692750283071469e-03,2.431915973693598611e-03,2.055992087755396653e+02
2.160000000000000000e+02,1.619365218002967021e-03,2.318158867896910006e-03,2.156884098515699009e+02
2.170000000000000000e+02,2.406663875475268093e-03,2.330549568957880277e-03,2.145416714837685674e+02
2.180000000000000000e+02,1.544732256732755764e-03,2.220535145246363157e-03,2.251709463236287547e+02
2.190000000000000000e+02,1.703809501578141790e-03,2.148193555132812179e-03,2.327537008037841701e+02
2.200000000000000000e+02,1.935279860312118672e-03,2.118385637857915331e-03,2.360287905395703376e+02
2.210000000000000000e+02,2.267068326663184471e-03,2.139201214290652794e-03,2.337321036748743666e+02
2.220000000000000000e+02,2.572369547231161124e-03,2.199844780902323986e-03,2.272887634348964809e+02
2.230000000000000000e+02,3.327653191448222154e-03,2.357737958378749998e-03,2.120676719917656499e+02
2.240000000000000000e+02,2.313706913463219571e-03,2.351573612090575739e-03,2.126235799845935048e+02
