symbol_index,cur_rms,est_rms,gain_sym
4.500000000000000000e+01,2.692360323912872389e-01,2.671469797886418251e-01,3.743257740705764558e+00
4.600000000000000000e+01,2.596618103076446249e-01,2.649014289443426540e-01,3.774989074181648974e+00
4.700000000000000000e+01,2.569096744566788382e-01,2.625039025980434593e-01,3.809467174022323821e+00
4.800000000000000000e+01,2.557689575650784475e-01,2.604834190881539779e-01,3.839015947735143541e+00
4.900000000000000000e+01,2.569262004242251485e-01,2.594162534889752902e-01,3.854808580999332435e+00
5.000000000000000000e+01,2.612804079037554517e-01,2.599754998134092832e-01,3.846516309104989428e+00
5.100000000000000000e+01,2.583669429774645421e-01,2.594929327626258608e-01,3.853669498254742365e+00
5.200000000000000000e+01,2.693073398777207084e-01,2.624372548971543040e-01,3.810434613758960420e+00
5.300000000000000000e+01,2.688098387142400791e-01,2.643490300422800532e-01,3.782877507967628006e+00
5.400000000000000000e+01,2.834982481605401450e-01,2.700937954777580807e-01,3.702417518444435451e+00
5.500000000000000000e+01,2.683929625770369864e-01,2.695835456075417191e-01,3.709425208969521659e+00
5.600000000000000000e+01,2.613617428789333230e-01,2.671170047889591670e-01,3.743677796889302911e+00
5.700000000000000000e+01,2.666709573077437612e-01,2.669831905445945175e-01,3.745554160021054901e+00
5.800000000000000000e+01,2.601622378072548925e-01,2.649369047233925967e-01,3.774483592778627994e+00
5.900000000000000000e+01,2.576350850519376068e-01,2.627463588219560719e-01,3.805951886387992200e+00
6.000000000000000000e+01,2.645642090469907948e-01,2.632917138894664832e-01,3.798068633560621077e+00
6.100000000000000000e+01,2.623209184637778635e-01,2.630004752617598474e-01,3.802274497811143572e+00
6.200000000000000000e+01,2.669559025325183299e-01,2.641871034429874032e-01,3.785196124139359686e+00
6.300000000000000000e+01,2.609583516315197582e-01,2.632184778995471097e-01,3.799125380481962466e+00
6.400000000000000000e+01,2.600503551433304139e-01,2.622680410726820899e-01,3.812893084151534051e+00
