Frequency,Power
4.729364844903988342e+03,1.061004669632535069e+03
4.729453471196454302e+03,1.905658121616071639e+03
4.729542097488921172e+03,4.082712275459380635e+03
4.729630723781388042e+03,2.536778197150129927e+03
4.729719350073854912e+03,4.353971536989631204e+03
4.729807976366321782e+03,2.126932633383664495e+02
4.729896602658788652e+03,5.577831765266530965e+03
4.729985228951255522e+03,1.325812842166032397e+03
4.730073855243722392e+03,2.979800511189653207e+03
4.730162481536189262e+03,1.731286537525234280e+03
4.730251107828655222e+03,6.663886218221445006e+02
4.730339734121122092e+03,2.751628342388520196e+03
4.730428360413588962e+03,5.790924348709141668e+03
4.730516986706055832e+03,4.200070424891540824e+03
4.730605612998522702e+03,1.398574460138692757e+03
4.730694239290989572e+03,3.871834072066105364e+03
4.730782865583456442e+03,1.286273455115566321e+03
4.730871491875923311e+03,5.067734347232798427e+03
4.730960118168389272e+03,9.884820033033599884e+02
4.731048744460856142e+03,2.164298573023613244e+03
4.731137370753323012e+03,9.596305928607525857e+02
4.731225997045789882e+03,1.810309211224330511e+03
4.731314623338256752e+03,1.537098479346440172e+03
4.731403249630723622e+03,4.355757371543761110e+03
4.731491875923190491e+03,2.798608637826302584e+03
4.731580502215657361e+03,4.401996429155085025e+03
4.731669128508124231e+03,3.386488413940826376e+03
4.731757754800590192e+03,4.110470979567311360e+02
4.731846381093057062e+03,1.627796126317915878e+03
4.731935007385523932e+03,2.483254574242369017e+03
4.732023633677990802e+03,1.093414252069541590e+03
4.732112259970457671e+03,2.949614456383910692e+03
4.732200886262924541e+03,1.224945100979709878e+03
4.732289512555391411e+03,4.323496196500874248e+03
4.732378138847858281e+03,4.526460108904113440e+03
4.732466765140325151e+03,4.089185984367097262e+03
4.732555391432791112e+03,3.218386650494719561e+03
4.732644017725257982e+03,4.020287508457707645e+03
4.732732644017724851e+03,3.243744966193718938e+03
4.732821270310191721e+03,6.215785066847649887e+02
4.732909896602658591e+03,4.362056484223932785e+03
4.732998522895125461e+03,3.239826856345164742e+03
4.733087149187592331e+03,1.864403747891782587e+03
4.733175775480059201e+03,3.195409775191247718e+03
4.733264401772525162e+03,1.208531614221334848e+03
4.733353028064992031e+03,2.839950178461016549e+03
4.733441654357458901e+03,2.657534957518039846e+03
4.733530280649925771e+03,4.930313173281776471e+03
4.733618906942392641e+03,2.446427438406934016e+03
4.733707533234859511e+03,1.242910976977629161e+03
4.733796159527326381e+03,1.648985003168104186e+03
4.733884785819793251e+03,2.229619417960822830e+03
4.733973412112260121e+03,5.117117589099982069e+03
4.734062038404726081e+03,1.615363723921946985e+03
4.734150664697192951e+03,4.030315428563387286e+03
4.734239290989659821e+03,1.445787917509079762e+03
4.734327917282126691e+03,5.031738994376763003e+03
4.734416543574593561e+03,2.164637279029701403e+03
4.734505169867060431e+03,6.418820961250575238e+03
4.734593796159527301e+03,7.358280660710690881e+02
4.734682422451994171e+03,1.657888970981580542e+03
4.734771048744461041e+03,3.043595061251018706e+03
4.734859675036927001e+03,3.974011692172657035e+02
4.734948301329393871e+03,1.532052986743759220e+03
4.735036927621860741e+03,2.715125115273284791e+03
4.735125553914327611e+03,2.764581996859511946e+03
4.735214180206794481e+03,2.163644029001960462e+03
4.735302806499261351e+03,4.489519911763136406e+03
4.735391432791728221e+03,3.801791833214558665e+03
4.735480059084195091e+03,3.795202665070114108e+03
4.735568685376661051e+03,3.367516078090083283e+03
4.735657311669127921e+03,2.945371282444103144e+03
4.735745937961594791e+03,1.546097332227730931e+03
4.735834564254061661e+03,2.981732959705828762e+03
4.735923190546528531e+03,1.119295050310427996e+03
4.736011816838995401e+03,2.631585933754995949e+03
4.736100443131462271e+03,1.802490338628937934e+03
4.736189069423929141e+03,2.509212385885946333e+03
4.736277695716396011e+03,1.911213854038023328e+03
4.736366322008861971e+03,6.415903381842003000e+03
4.736454948301328841e+03,2.403670210660338398e+03
4.736543574593795711e+03,3.010609738446669326e+03
4.736632200886262581e+03,1.143637808052672426e+03
4.736720827178729451e+03,1.733390814914973362e+03
4.736809453471196321e+03,1.779236072107396012e+03
4.736898079763663191e+03,3.755136549150020528e+03
4.736986706056130060e+03,3.691878642141817295e+02
4.737075332348596930e+03,3.838389590559428143e+03
4.737163958641062891e+03,2.598971713812370581e+02
4.737252584933529761e+03,1.134163069836016120e+03
4.737341211225996631e+03,3.923498679148694919e+03
4.737429837518463501e+03,2.882444971919774616e+03
4.737518463810930371e+03,1.350135257476724519e+03
4.737607090103397240e+03,3.165699210461973507e+03
4.737695716395864110e+03,1.595753752825464062e+03
4.737784342688330980e+03,1.812117752661778468e+03
4.737872968980797850e+03,2.275571501324247492e+03
4.737961595273263811e+03,2.035253901044989789e+03
4.738050221565730681e+03,6.158293645071161109e+02
4.738138847858197551e+03,2.604903860506938599e+03
4.738227474150664420e+03,5.898915390367908003e+03
4.738316100443131290e+03,5.806004506218147981e+03
4.738404726735598160e+03,2.554269784427882769e+03
4.738493353028065030e+03,2.855089206297972851e+03
4.738581979320531900e+03,1.615751910120947741e+03
4.738670605612997861e+03,5.375919367135353468e+02
4.738759231905464731e+03,2.866997466036881178e+03
4.738847858197931600e+03,1.270158278050578929e+03
4.738936484490398470e+03,4.312285358815543077e+03
4.739025110782865340e+03,3.484918312103039170e+03
4.739113737075332210e+03,1.260793310831364352e+03
4.739202363367799080e+03,3.104197156883745720e+03
4.739290989660265950e+03,5.587859655558492705e+03
4.739379615952732820e+03,3.497666377838959306e+03
4.739468242245198780e+03,2.476798282351325724e+03
4.739556868537665650e+03,2.153346524028544081e+03
4.739645494830132520e+03,1.505129909124232654e+03
4.739734121122599390e+03,3.118023325624237714e+03
4.739822747415066260e+03,2.506530104390602446e+03
4.739911373707533130e+03,5.775892822935992626e+03
4.740000000000000000e+03,9.238059051172816680e+02
4.740088626292466870e+03,1.090247100570725252e+03
4.740177252584933740e+03,5.376536332506270810e+03
4.740265878877399700e+03,4.418582371825867199e+02
4.740354505169866570e+03,1.796837194052478935e+03
4.740443131462333440e+03,1.222032342568418926e+03
4.740531757754800310e+03,2.979650244135306821e+03
4.740620384047267180e+03,2.313133065315446856e+03
4.740709010339734050e+03,9.835651772258078154e+02
4.740797636632200920e+03,2.132364575262678045e+03
4.740886262924667790e+03,4.275087537066604455e+03
4.740974889217133750e+03,2.401748939351482932e+03
4.741063515509600620e+03,2.324242792204956004e+03
4.741152141802067490e+03,7.917351286320113104e+03
4.741240768094534360e+03,1.036224960594529875e+03
4.741329394387001230e+03,2.920072379595521397e+03
4.741418020679468100e+03,4.477270886170088602e+02
4.741506646971934970e+03,1.770051675034959544e+03
4.741595273264401840e+03,5.776766540727076062e+03
4.741683899556868710e+03,1.505067245149050905e+03
4.741772525849334670e+03,3.303751466931614232e+03
4.741861152141801540e+03,1.830836390724066860e+03
4.741949778434268410e+03,1.493428103285101770e+03
4.742038404726735280e+03,5.469962253910868640e+03
4.742127031019202150e+03,4.624385006200156568e+03
4.742215657311669020e+03,3.870487267822865761e+03
4.742304283604135890e+03,1.622979600606334088e+03
4.742392909896602760e+03,7.345706961686146315e+02
4.742481536189069629e+03,7.437552226091380589e+02
4.742570162481535590e+03,9.229045932294260410e+02
4.742658788774002460e+03,2.467544324793072064e+03
4.742747415066469330e+03,3.190304423840072559e+03
4.742836041358936200e+03,2.086200529396528054e+03
4.742924667651403070e+03,1.994556598765696663e+03
4.743013293943869940e+03,2.679634603909713405e+03
4.743101920236336809e+03,2.701044613587693220e+03
4.743190546528803679e+03,2.774318785540602221e+03
4.743279172821269640e+03,4.384052411795564694e+03
4.743367799113736510e+03,2.578774665670943705e+03
4.743456425406203380e+03,2.361273917971930132e+03
4.743545051698670250e+03,1.089429216863394458e+03
4.743633677991137120e+03,8.012127278544880937e+02
4.743722304283603989e+03,2.778648029111388041e+03
4.743810930576070859e+03,1.949110898344130874e+03
4.743899556868537729e+03,2.902217925496109729e+03
4.743988183161004599e+03,6.974266686468609805e+03
4.744076809453470560e+03,2.194167766633430801e+03
4.744165435745937430e+03,2.317330968916660822e+03
4.744254062038404300e+03,5.959639207461769956e+02
4.744342688330871169e+03,3.167137385508493026e+03
4.744431314623338039e+03,5.110570033540137729e+02
4.744519940915804909e+03,3.806885856493046504e+03
4.744608567208271779e+03,3.971800364631450520e+03
4.744697193500738649e+03,4.187750714514995707e+03
4.744785819793205519e+03,1.338886041197879649e+03
4.744874446085671480e+03,1.720809394969084224e+03
4.744963072378138349e+03,7.797918856519655492e+03
4.745051698670605219e+03,8.444157770772676486e+02
4.745140324963072089e+03,3.121108053891225609e+03
4.745228951255538959e+03,3.135132558200865788e+03
4.745317577548005829e+03,1.464758315974888774e+03
4.745406203840472699e+03,1.495504059785307618e+03
4.745494830132939569e+03,2.451908315230805329e+03
4.745583456425405529e+03,8.687365320054868789e+02
4.745672082717872399e+03,2.989864506622493536e+03
4.745760709010339269e+03,1.688486832136956764e+03
4.745849335302806139e+03,7.558504109905149562e+03
4.745937961595273009e+03,3.997871657651301575e+03
4.746026587887739879e+03,4.857730788519243106e+03
4.746115214180206749e+03,2.294563391855914233e+03
4.746203840472673619e+03,2.487342603005288765e+03
4.746292466765140489e+03,7.080499306190712332e+02
4.746381093057606449e+03,4.560001690848352155e+03
4.746469719350073319e+03,2.021516580273530280e+03
4.746558345642540189e+03,1.024324993668913748e+03
4.746646971935007059e+03,1.198829680649123929e+03
4.746735598227473929e+03,1.107782879049404755e+03
4.746824224519940799e+03,8.272084402631353441e+03
4.746912850812407669e+03,1.918850125887641070e+03
4.747001477104874539e+03,7.632062445529981005e+02
4.747090103397341409e+03,1.286305002352145948e+03
4.747178729689807369e+03,1.775602555335107809e+03
4.747267355982274239e+03,4.549647645914717941e+03
4.747355982274741109e+03,2.517694408324836331e+03
4.747444608567207979e+03,1.426780411727746014e+03
4.747533234859674849e+03,1.753192107747499222e+03
4.747621861152141719e+03,1.847288847941282711e+03
4.747710487444608589e+03,4.369883123884555062e+03
4.747799113737075459e+03,8.281382356137562965e+03
4.747887740029541419e+03,1.759515004660877139e+03
4.747976366322008289e+03,3.570431873328906931e+03
4.748064992614475159e+03,1.524430653707701822e+03
4.748153618906942029e+03,5.758332282535149034e+02
4.748242245199408899e+03,2.614567113693915417e+03
4.748330871491875769e+03,2.433509986107667828e+03
4.748419497784342639e+03,4.003938528083127494e+03
4.748508124076809509e+03,7.313097853929124312e+02
4.748596750369276378e+03,1.388741461795894111e+03
4.748685376661742339e+03,9.584377013564642766e+03
4.748774002954209209e+03,1.080386571294752139e+04
4.748862629246676079e+03,1.555354229199176416e+03
4.748951255539142949e+03,2.066354096207086513e+03
4.749039881831609819e+03,4.699989048254789850e+03
4.749128508124076689e+03,4.425002258938237901e+03
4.749217134416543558e+03,2.555628355487831868e+03
4.749305760709010428e+03,1.885417503390146067e+03
4.749394387001477298e+03,1.697375903327689230e+03
4.749483013293943259e+03,2.792544693180299873e+03
4.749571639586410129e+03,2.798285253149746040e+03
4.749660265878876999e+03,7.327573365015822674e+03
4.749748892171343869e+03,4.057570419148823021e+03
4.749837518463810738e+03,3.948846146532184775e+03
4.749926144756277608e+03,2.253208689257933202e+03
4.750014771048744478e+03,2.369428796499918917e+03
4.750103397341211348e+03,4.544621695597498729e+03
4.750192023633677309e+03,3.204575760409258692e+03
4.750280649926144179e+03,3.291099105501739814e+03
4.750369276218611049e+03,2.030284223141896291e+03
4.750457902511077918e+03,2.657322327478206716e+03
4.750546528803544788e+03,2.640366100261259817e+03
4.750635155096011658e+03,8.716236210961576944e+03
4.750723781388478528e+03,2.429973796931710240e+03
4.750812407680945398e+03,3.050273538470741642e+03
4.750901033973412268e+03,2.496251400683708653e+03
4.750989660265878229e+03,3.339388164389993108e+03
4.751078286558345098e+03,5.979417481843426685e+03
4.751166912850811968e+03,3.455988513225361203e+03
4.751255539143278838e+03,1.321185732423557511e+03
4.751344165435745708e+03,3.673716696426332874e+03
4.751432791728212578e+03,4.607552733109864675e+03
4.751521418020679448e+03,3.241137963195788416e+03
4.751610044313146318e+03,8.686612778495717066e+03
4.751698670605613188e+03,4.510822219858267772e+02
4.751787296898079148e+03,1.484307763186852299e+03
4.751875923190546018e+03,4.450993354029222246e+03
4.751964549483012888e+03,8.459275451295104631e+02
4.752053175775479758e+03,4.100305637130952164e+03
4.752141802067946628e+03,1.574611386364354757e+03
4.752230428360413498e+03,2.686963949091207269e+03
4.752319054652880368e+03,1.146834943289478360e+03
4.752407680945347238e+03,2.142798946830120258e+03
4.752496307237813198e+03,4.963444805624234505e+03
4.752584933530280068e+03,4.372363715177836639e+03
4.752673559822746938e+03,3.840147922295645003e+03
4.752762186115213808e+03,3.348509553416794461e+03
4.752850812407680678e+03,2.026279646785483010e+03
4.752939438700147548e+03,3.437572701329721440e+03
4.753028064992614418e+03,1.427292711235750403e+03
4.753116691285081288e+03,3.476376819197610985e+03
4.753205317577548158e+03,4.800137022269701447e+03
4.753293943870014118e+03,1.490261641604785382e+03
4.753382570162480988e+03,4.322039157082875136e+03
4.753471196454947858e+03,4.582921329310548572e+03
4.753559822747414728e+03,4.144132029354285805e+03
4.753648449039881598e+03,4.305357863023979007e+03
4.753737075332348468e+03,6.196586513046451728e+03
4.753825701624815338e+03,3.575140791839217513e+02
4.753914327917282208e+03,2.912168166046823444e+03
4.754002954209749078e+03,2.555063192517387506e+03
4.754091580502215038e+03,5.054738485041754757e+03
4.754180206794681908e+03,2.753225741010553520e+03
4.754268833087148778e+03,2.923668723369252348e+03
4.754357459379615648e+03,7.583493567292482567e+02
4.754446085672082518e+03,5.340025192927187163e+03
4.754534711964549388e+03,9.804424775266544430e+02
4.754623338257016258e+03,2.198542737051227050e+03
4.754711964549483127e+03,3.217697032662240872e+03
4.754800590841949088e+03,2.681591078260606992e+03
4.754889217134415958e+03,1.551582133431519424e+03
4.754977843426882828e+03,2.038144393244382172e+03
4.755066469719349698e+03,2.225743385125168516e+03
4.755155096011816568e+03,1.009645753244748562e+03
4.755243722304283438e+03,5.179941598370801330e+03
4.755332348596750307e+03,2.253861601978693670e+03
4.755420974889217177e+03,7.154075703859003625e+03
4.755509601181684047e+03,2.452166801766230037e+03
4.755598227474150008e+03,3.970349796445100765e+03
4.755686853766616878e+03,2.293829690158838730e+03
4.755775480059083748e+03,7.910284154185651460e+02
4.755864106351550618e+03,1.448445502565138213e+03
4.755952732644017487e+03,2.626957250000003114e+03
4.756041358936484357e+03,2.668472122753460098e+03
4.756129985228951227e+03,1.563439268575725691e+03
4.756218611521418097e+03,2.823729873386876534e+03
4.756307237813884967e+03,2.485101958552820179e+03
4.756395864106350928e+03,5.219483859340221898e+03
4.756484490398817798e+03,8.813430051350702342e+03
4.756573116691284667e+03,1.157531308503104628e+04
4.756661742983751537e+03,5.240529388148186626e+03
4.756750369276218407e+03,5.656425558388395984e+03
4.756838995568685277e+03,3.118733608286380331e+03
4.756927621861152147e+03,3.083304695361039649e+03
4.757016248153619017e+03,2.637179787417863736e+03
4.757104874446084978e+03,2.855566665774008470e+03
4.757193500738551847e+03,5.151486889311805498e+03
4.757282127031018717e+03,3.979517053183457392e+03
4.757370753323485587e+03,5.842906862695127529e+03
4.757459379615952457e+03,4.426402885317963410e+03
4.757548005908419327e+03,2.893863319185766159e+03
4.757636632200886197e+03,8.631309218041305940e+02
4.757725258493353067e+03,5.393148653669919440e+03
4.757813884785819937e+03,3.127521107417178428e+03
4.757902511078285897e+03,1.527999496277925346e+03
4.757991137370752767e+03,8.357741374783574429e+03
4.758079763663219637e+03,2.560541392701074074e+03
4.758168389955686507e+03,1.309866256009084509e+03
4.758257016248153377e+03,6.863861344805607132e+02
4.758345642540620247e+03,1.936631389837605866e+03
4.758434268833087117e+03,5.794230901432987594e+03
4.758522895125553987e+03,1.440666452415960975e+03
4.758611521418020857e+03,2.977065268970436591e+03
4.758700147710486817e+03,1.002625964846318652e+03
4.758788774002953687e+03,2.444238933979519061e+03
4.758877400295420557e+03,4.680504155198323133e+03
4.758966026587887427e+03,3.841705393732467655e+03
4.759054652880354297e+03,5.662594127682783437e+03
4.759143279172821167e+03,6.448348917362573957e+03
4.759231905465288037e+03,7.241816390633213814e+03
4.759320531757754907e+03,5.850068746588092836e+03
4.759409158050221777e+03,4.002501410052282154e+03
4.759497784342687737e+03,5.098006728187941007e+03
4.759586410635154607e+03,1.459963788324114830e+03
4.759675036927621477e+03,3.592910533934994419e+03
4.759763663220088347e+03,6.234393419253030970e+02
4.759852289512555217e+03,2.876677995638810899e+03
4.759940915805022087e+03,1.014223762889489308e+03
4.760029542097488957e+03,1.664557589443250890e+03
4.760118168389955827e+03,4.371828620792937727e+03
4.760206794682421787e+03,1.057898783602628782e+03
4.760295420974888657e+03,2.782868902169290777e+03
4.760384047267355527e+03,3.128187140245334831e+03
4.760472673559822397e+03,3.802550575878789459e+03
4.760561299852289267e+03,3.841971443585098314e+03
4.760649926144756137e+03,1.292000747066316080e+03
4.760738552437223007e+03,1.474503498583714418e+03
4.760827178729689876e+03,1.739381653571204879e+03
4.760915805022156746e+03,4.714433590231999005e+03
4.761004431314622707e+03,5.749633570899849474e+03
4.761093057607089577e+03,2.345961252745239108e+03
4.761181683899556447e+03,5.376582454046078965e+03
4.761270310192023317e+03,2.455983875984482893e+03
4.761358936484490187e+03,1.426609216835421876e+03
4.761447562776957056e+03,1.710552637702141055e+03
4.761536189069423926e+03,4.355131240140884074e+03
4.761624815361890796e+03,1.577146983557493286e+03
4.761713441654357666e+03,5.027156591883499459e+03
4.761802067946823627e+03,3.579634189015697302e+03
4.761890694239290497e+03,2.119370883590474023e+03
4.761979320531757367e+03,1.193720662980735688e+04
4.762067946824224236e+03,1.018797571436642829e+04
4.762156573116691106e+03,1.713252473172779446e+03
4.762245199409157976e+03,1.223340759992450330e+03
4.762333825701624846e+03,2.202831726725945373e+03
4.762422451994091716e+03,2.817157097859519581e+03
4.762511078286557677e+03,2.638280493894410483e+03
4.762599704579024547e+03,2.588079386670903205e+03
4.762688330871491416e+03,1.324787092232563964e+03
4.762776957163958286e+03,2.712040457194445935e+03
4.762865583456425156e+03,7.933048247745450681e+02
4.762954209748892026e+03,1.418916014805907798e+04
4.763042836041358896e+03,8.295645830892104641e+03
4.763131462333825766e+03,2.184676306404594015e+03
4.763220088626292636e+03,4.954016562060347496e+03
4.763308714918758596e+03,3.192571489870219011e+03
4.763397341211225466e+03,3.318648802778877325e+03
4.763485967503692336e+03,3.625632053768776132e+03
4.763574593796159206e+03,2.940417518832236510e+03
4.763663220088626076e+03,2.421810941341199396e+03
4.763751846381092946e+03,1.557550389398096286e+03
4.763840472673559816e+03,4.067028812735373322e+03
4.763929098966026686e+03,6.357769011275840057e+03
4.764017725258493556e+03,4.712127680063853404e+03
4.764106351550959516e+03,4.334858976983455250e+03
4.764194977843426386e+03,8.480183327978757006e+02
4.764283604135893256e+03,5.965169645659400430e+02
4.764372230428360126e+03,1.127920997757744090e+03
4.764460856720826996e+03,4.303755180309780371e+03
4.764549483013293866e+03,2.745974741593909130e+03
4.764638109305760736e+03,3.371737715563124766e+03
4.764726735598227606e+03,3.539753244544433983e+03
4.764815361890693566e+03,2.102133330270316947e+03
4.764903988183160436e+03,6.093843799110715736e+03
4.764992614475627306e+03,1.376525120791739255e+03
4.765081240768094176e+03,9.525557358294647656e+02
4.765169867060561046e+03,2.842208897519144557e+03
4.765258493353027916e+03,1.136195921960958913e+03
4.765347119645494786e+03,4.259951429166354501e+03
4.765435745937961656e+03,2.158759848500068074e+03
4.765524372230428526e+03,4.087702106129235744e+03
4.765612998522894486e+03,4.889119750721632045e+03
4.765701624815361356e+03,5.419726371307112458e+03
4.765790251107828226e+03,9.154715511105041514e+03
4.765878877400295096e+03,1.754491575946088460e+03
4.765967503692761966e+03,6.490100923625325777e+03
4.766056129985228836e+03,4.509620567465214663e+03
4.766144756277695706e+03,3.937027425105037764e+03
4.766233382570162576e+03,2.285839409738007362e+03
4.766322008862629446e+03,2.686797546674122714e+03
4.766410635155095406e+03,2.214959638963170164e+03
4.766499261447562276e+03,4.073116487938236787e+02
4.766587887740029146e+03,5.876069398112388626e+03
4.766676514032496016e+03,2.164407198987472839e+03
4.766765140324962886e+03,2.534616290592704900e+03
4.766853766617429756e+03,9.623024407948282715e+02
4.766942392909896625e+03,1.365994227908368202e+03
4.767031019202363495e+03,8.237964455606615957e+03
4.767119645494829456e+03,3.560513786331768642e+03
4.767208271787296326e+03,3.072733602403751775e+03
4.767296898079763196e+03,4.060382948538490837e+03
4.767385524372230066e+03,5.833027904601829050e+02
4.767474150664696936e+03,5.181883723657543669e+03
4.767562776957163805e+03,4.457415644046411217e+03
4.767651403249630675e+03,7.214061568223791255e+03
4.767740029542097545e+03,1.143978999192013816e+03
4.767828655834564415e+03,7.324324085254236707e+03
4.767917282127030376e+03,1.803336233356684261e+03
4.768005908419497246e+03,3.273413908576309950e+03
4.768094534711964116e+03,4.385479686622974441e+03
4.768183161004430985e+03,1.021396290632505497e+03
4.768271787296897855e+03,7.736802185856730830e+03
4.768360413589364725e+03,2.925345459213201593e+03
4.768449039881831595e+03,1.747955451228835955e+04
4.768537666174298465e+03,8.318220489961731801e+03
4.768626292466765335e+03,5.727642038219247297e+03
4.768714918759231296e+03,2.488318342263838076e+03
4.768803545051698165e+03,4.060435656595356704e+03
4.768892171344165035e+03,1.966350009906545893e+03
4.768980797636631905e+03,3.130598784509053985e+03
4.769069423929098775e+03,3.276450224425625947e+03
4.769158050221565645e+03,1.393814833201750844e+03
4.769246676514032515e+03,2.256990487995582953e+03
4.769335302806499385e+03,2.990514199843512870e+03
4.769423929098965345e+03,4.650202297609414927e+03
4.769512555391432215e+03,2.181224697486879904e+03
4.769601181683899085e+03,7.678766953084332272e+03
4.769689807976365955e+03,3.576706826854801420e+03
4.769778434268832825e+03,2.805005793324061415e+03
4.769867060561299695e+03,1.185262743423272013e+03
4.769955686853766565e+03,2.713295223993652598e+03
4.770044313146233435e+03,1.528469306564098133e+03
4.770132939438700305e+03,2.268529379702967162e+03
4.770221565731166265e+03,3.634163115646422739e+03
4.770310192023633135e+03,3.333753592814786316e+03
4.770398818316100005e+03,2.533943953474868067e+03
4.770487444608566875e+03,2.071351031106444225e+03
4.770576070901033745e+03,6.759746755639111143e+03
4.770664697193500615e+03,2.123189621243666352e+03
4.770753323485967485e+03,1.809494282719585954e+03
4.770841949778434355e+03,3.835199611382321564e+03
4.770930576070901225e+03,6.849107920732022649e+03
4.771019202363367185e+03,2.275293006657720071e+03
4.771107828655834055e+03,3.619559856682942154e+03
4.771196454948300925e+03,1.835425912505998895e+03
4.771285081240767795e+03,3.941469375847584615e+03
4.771373707533234665e+03,2.216670865746245454e+03
4.771462333825701535e+03,5.344165438121662191e+03
4.771550960118168405e+03,2.666080610192526365e+03
4.771639586410635275e+03,5.297306473112980711e+03
4.771728212703101235e+03,3.466471028999067585e+03
4.771816838995568105e+03,3.568815830049657507e+03
4.771905465288034975e+03,3.370514664315631308e+03
4.771994091580501845e+03,3.841698575931652613e+03
4.772082717872968715e+03,3.278951346295097665e+03
4.772171344165435585e+03,1.767506604005740428e+03
4.772259970457902455e+03,4.359386993139887636e+03
4.772348596750369325e+03,7.634663298711183415e+03
4.772437223042836195e+03,4.455194928814576997e+03
4.772525849335302155e+03,2.705903063263604508e+03
4.772614475627769025e+03,3.413711248027944293e+03
4.772703101920235895e+03,4.626787729569910539e+02
4.772791728212702765e+03,2.869596817842415021e+03
4.772880354505169635e+03,2.414164463357843488e+03
4.772968980797636505e+03,3.546914402904471444e+03
4.773057607090103375e+03,3.297703957348393942e+03
4.773146233382570244e+03,5.236357644146370149e+03
4.773234859675037114e+03,2.994623185598295549e+03
4.773323485967503075e+03,2.351998893407314426e+03
4.773412112259969945e+03,8.975153328888693068e+03
4.773500738552436815e+03,4.261113785382746755e+03
4.773589364844903685e+03,4.535549427038066824e+03
4.773677991137370554e+03,2.826821683903677240e+03
4.773766617429837424e+03,1.018960503361994483e+03
4.773855243722304294e+03,5.860142577925756996e+03
4.773943870014771164e+03,7.034613930008805255e+03
4.774032496307237125e+03,2.801273720519027393e+03
4.774121122599703995e+03,3.875405960927244905e+03
4.774209748892170865e+03,2.906708078530429702e+03
4.774298375184637734e+03,5.439984961203047533e+03
4.774387001477104604e+03,8.141686100040491510e+03
4.774475627769571474e+03,1.296622240458085571e+03
4.774564254062038344e+03,1.702465084811823317e+03
4.774652880354505214e+03,2.963905215265539937e+03
4.774741506646972084e+03,4.412725851447439709e+03
4.774830132939438045e+03,4.835524809467447994e+03
4.774918759231904914e+03,5.834435047765178751e+03
4.775007385524371784e+03,3.413190426728945567e+03
4.775096011816838654e+03,3.099424724052879355e+03
4.775184638109305524e+03,6.994128213148397663e+03
4.775273264401772394e+03,3.329367496427548303e+03
4.775361890694239264e+03,5.890345185235497411e+03
4.775450516986706134e+03,5.519654663452504792e+03
4.775539143279173004e+03,1.012521328689988763e+03
4.775627769571638964e+03,2.966520880349042272e+03
4.775716395864105834e+03,1.299627795405818233e+03
4.775805022156572704e+03,4.377785065134469733e+03
4.775893648449039574e+03,6.182202687980320661e+03
4.775982274741506444e+03,4.230484969655460191e+03
4.776070901033973314e+03,2.300745377998406639e+03
4.776159527326440184e+03,3.322628759616691696e+03
4.776248153618907054e+03,1.537337768391944883e+04
4.776336779911373014e+03,7.815115901946348458e+03
4.776425406203839884e+03,1.851754631035545344e+03
4.776514032496306754e+03,2.145274759572317635e+03
4.776602658788773624e+03,4.952707090962121583e+03
4.776691285081240494e+03,2.860148239779703090e+03
4.776779911373707364e+03,2.461720638438696824e+03
4.776868537666174234e+03,2.090327030278451275e+03
4.776957163958641104e+03,4.114760071692753627e+03
4.777045790251107974e+03,2.447275796747311688e+03
4.777134416543573934e+03,1.641671731143793522e+03
4.777223042836040804e+03,1.139148605872749977e+04
4.777311669128507674e+03,3.524637771519507169e+03
4.777400295420974544e+03,4.024500812036682419e+03
4.777488921713441414e+03,2.194812485759829542e+03
4.777577548005908284e+03,2.524784590872702211e+03
4.777666174298375154e+03,3.954739127690645091e+03
4.777754800590842024e+03,7.775529499613632652e+03
4.777843426883308894e+03,2.728252316014030839e+03
4.777932053175774854e+03,6.427091369252790400e+02
4.778020679468241724e+03,2.778424227511911795e+03
4.778109305760708594e+03,5.810111110555968480e+03
4.778197932053175464e+03,9.812019354442212716e+03
4.778286558345642334e+03,1.722936456199096256e+03
4.778375184638109204e+03,3.225943586580136525e+03
4.778463810930576074e+03,1.734337222494571733e+03
4.778552437223042944e+03,2.592573355780980819e+03
4.778641063515509813e+03,4.278755280759204652e+03
4.778729689807975774e+03,3.661850836715891091e+03
4.778818316100442644e+03,1.420496410519409210e+03
4.778906942392909514e+03,1.931133533943077737e+03
4.778995568685376384e+03,5.678884950601929631e+03
4.779084194977843254e+03,1.151137027328520526e+04
4.779172821270310124e+03,6.560392016259304910e+03
4.779261447562776993e+03,1.355165007671128706e+03
4.779350073855243863e+03,4.764149284273378726e+03
4.779438700147709824e+03,1.428832686217898527e+03
4.779527326440176694e+03,4.446257775252690408e+03
4.779615952732643564e+03,3.184683878547854874e+03
4.779704579025110434e+03,1.424940340907217660e+03
4.779793205317577304e+03,3.945545343458325078e+03
4.779881831610044173e+03,4.487469748367233478e+03
4.779970457902511043e+03,4.739432921368209463e+03
4.780059084194977913e+03,1.405326256477150491e+04
4.780147710487444783e+03,2.282106469737926091e+03
4.780236336779910744e+03,1.501863612701366719e+03
4.780324963072377614e+03,5.303713346979074231e+03
4.780413589364844483e+03,4.678089730825465267e+03
4.780502215657311353e+03,5.995398547266390779e+03
4.780590841949778223e+03,1.049078174679223821e+03
4.780679468242245093e+03,2.676851118389225576e+03
4.780768094534711963e+03,1.623176635273782722e+03
4.780856720827178833e+03,1.837139177343075062e+03
4.780945347119645703e+03,6.080573430520670627e+03
